id,sort,hitokoto,from,from_who,creator,created_at
356,Original,我愿意给你自己所有的快乐，你愿意分担我一半的难过吗？,getweb,,getweb,1468949355.0
357,Original,再强的敌人在最后一集的主角面前也是渣渣。,無い,,無い,1468949355.0
358,Original,神曲的存在并不是为了享受音乐，而是品味那段最珍贵的回忆。,D君,,D君,1468949356.0
359,Original,小孩子看了根本把持不住！,李狗蛋儿,,李狗蛋儿,1468949357.0
361,Original,那双紧握不放的手……抓住的是希望……亦或是绝望……,sseeyyou,,sseeyyou,1468949361.0
362,Original,我不会接受我不要的未来，哪怕是命中注定。,lzgsimerly,,lzgsimerly,1468949361.0
363,Original,每个凉宫都会遇到属于她的John Smith。,gmouse,,gmouse,1468949361.0
366,Original,你会梦游，我会磨牙，我们晚上一起去吓人吧！,一萍敌敌畏,,一萍敌敌畏,1468949363.0
367,Original,梦+想=梦想，这个等式是不成立的。,原创,,明九,1468949363.0
368,Original,万书皆下品，唯有萌最高！,wy6510166,,wy6510166,1468949367.0
370,Original,为错误停驻是件可悲的事。,LastFairy,,LastFairy,1468949369.0
371,Original,为毛我的眼里常含泪水，因为我老是中枪。,不管外表怎样强悍我都是受,,不管外表怎样强悍我都是受,1468949371.0
372,Original,在回忆里留下微笑是为了不让你哭泣...,原创,,萌萌“萌乃兮,1468949373.0
373,Original,你在颓废的时候别人都在努力哦~♪,椎名奈緒,,椎名奈緒,1468949380.0
375,Original,彼此相互推卸不幸是没有结果的。,凋零,,凋零,1468949386.0
376,Original,没有动漫的世界，就是没有的光明的大地！,617969448,,617969448,1468949398.0
377,Original,问君能有几多愁？恰似一部新番没看头。,竹田花落,,yudezhuixun,1468949411.0
378,Original,哼！悔改吧，你们这群死宅，人家可是身价四千万的大小姐。,Sai,,Sai,1468949420.0
379,Original,天下哪有真情在？只要够萌咱都爱！,魔王丨丶Sama灬,,魔王丨丶Sama灬,1468949442.0
380,Internet,流浪去吧，总会在世界的一角找到愿意懂你的人。,几米,,xuduoyu17,1468949600.0
381,Internet,我们在年少时并不知道，有些乐章一旦开始，唱的就是曲终人散。,九ちのセカィ,,Sai,1468949600.0
382,Internet,故乡的云。上古的玉。随手的诗。十九岁的你。,可遇不可求的事,,無い,1468949601.0
383,Internet,我敬你是条汉子！,论如何回答女友问题“你为什么对我这么好”,,Sai,1468949601.0
384,Internet,记得当时年纪小，你爱卖萌我爱笑。,网络,,ssc1355,1468949601.0
385,Internet,生活就像愤怒的小鸟，失败后总有几只猪在笑。,网络,,yudezhuixun,1468949601.0
386,Internet,我们擦身而过，是为了相识或者遗忘。,网络,,冰井迷音,1468949601.0
387,Internet,给我一个电话亭，我要拯救地球。,网络,,高旺,1468949601.0
388,Internet,你若盛开，清风自来。,网络,,初忆,1468949601.0
390,Internet,君子可寓意于物，但不可留意于物。,网络,,LastFairy,1468949602.0
391,Internet,风筝的线你随时可以放开，只是别盼望我会回来。,网络,,Sai,1468949602.0
394,Internet,天空本是一种风景，可是遇见你之后，它变成了一种心情。,九ちのセカィ,,Sai,1468949602.0
395,Internet,地球只有一个，而欧派有两个。,网络,,mlmtmfz,1468949603.0
396,Internet,成熟不是人的心变老，是泪在打转还能微笑。,网络,,Sai,1468949603.0
397,Internet,等待，不是为了你能回来，而是找个借口不离开。,九ちのセカィ,,Sai,1468949603.0
399,Internet,如果分手的恋人还能做朋友，要不从没爱过，要不还在爱着。,九ちのセカィ,,Sai,1468949603.0
401,Internet,活着就是为了改变世界。,Apple,,叉叉,1468949604.0
402,Internet,H什么的最讨厌了！,网络,,恶魔？天使,1468949604.0
403,Internet,放弃也是需要勇气的。,网络,,世风,1468949605.0
405,Internet,胸不平何以平天下，乳不巨何以聚人心。,网络,,天使の心跳,1468949605.0
406,Internet,忘记一个人，并非不再想起，而是偶尔想起，心中却不再有波澜。,九ちのセカィ,,Sai,1468949605.0
407,Internet,即使无法掌握未来，也请不要忘了明天。,网络,,leozx,1468949605.0
408,Internet,不忘初心，方得始终。,网络,,Nitro,1468949606.0
409,Internet,你制定的计划是.txt还是.exe?,网络,,LvionX,1468949606.0
410,Internet,心之所愿，无所不成。,网络,,漠伦,1468949606.0
411,Internet,无论是丢下还是被丢下，都是一样痛苦的。,网络,,锡了个纸,1468949606.0
412,Internet,不约，不约，叔叔我们不约~,网络,,月球猫,1468949607.0
413,Internet,既然认准这条路，何必去打听要走多久。,网络,,zerokey,1468949607.0
415,Internet,一定是红线下得太乱，才不小心把我和你绑在一起了……却没系稳。,_好多虫漫画,,Sai,1468949607.0
416,Internet,不敢正视你的眼睛，是怕我每一个眼神都在告白。,九ちのセカィ,,Sai,1468949607.0
417,Internet,别人说的记在脑袋里，而自己的，则放在心里。,网络,,Sai,1468949608.0
418,Internet,想你想到手都断了…,网络,,Sai,1468949609.0
419,Internet,没有回忆就去创造回忆，没有道路就去开辟道路。,平安夜的噩梦,,沙渺,1468949609.0
420,Internet,没有什么过不去，只是再也回不去。,网络,,zerokey,1468949610.0
421,Internet,记性太好，有时候是一种负担。容易忘记往事的人，是幸福的。,九ちのセカィ,,Sai,1468949610.0
423,Internet,我觉得，我这辈子最灿烂的笑容，大概都奉献给我电脑屏幕了。,bilibili,,萌花残,1468949610.0
424,Internet,有一种无奈叫做，你明明是只候鸟，却喜欢上只能给你冬天的人。,九ちのセカィ,,Sai,1468949611.0
425,Internet,与你的生命等价的东西，这个世界上根本没有。,网络,,Sai,1468949612.0
426,Internet,生活就像超级女生，走到最后的都是纯爷们。,网络,,X,1468949613.0
428,Internet,旅行的意义在于找到自己，而非浏览他人。,网络,,zerokey,1468949615.0
429,Internet,我的小伙伴们都惊呆了！,网络,,矢野加奈,1468949615.0
430,Internet,智商是硬伤。,网络,,Sai,1468949615.0
431,Internet,生命太短，一秒钟都不留给让人不快的家伙。,网络,,酷儿,1468949615.0
432,Internet,XX什么的，最讨厌了！,网络,,kira0769,1468949615.0
433,Internet,请叫我女王大人~,十万个冷笑话,,Zhao.small,1468949616.0
434,Internet,生活中若没有朋友，就像生活中没有阳光一样。,网络,,能美,1468949619.0
435,Internet,二次元什么的我本来是不感冒的，直到我的膝盖中了一箭。,网络,,智代有爱,1468949620.0
436,Internet,那么，问题来了…,中国山东找蓝翔,,Sai,1468949621.0
437,Internet,不要祈求生活公平，只需要适应它。,网络,,Sai,1468949621.0
438,Internet,空山新雨后，兵长一米六。,百度贴吧,,无名的丝塔芙,1468949623.0
439,Internet,过去的事情可以不忘记，但一定要放下。,网络,,Sai,1468949624.0
440,Internet,孙大圣，快收了神通吧！,西游记,,王大囍,1468949625.0
442,Internet,在你最冷的时候，有人不顾自己寒冷抱着你，这就是幸福。,网络,,zerokey,1468949629.0
443,Internet,我和我的小伙伴们都惊呆了！,我和我的小伙伴们都惊呆了,,王世强,1468949629.0
444,Internet,患了中二病，等于有了一种信仰。,网络,,三酱,1468949630.0
445,Internet,（根据相关法律法规，相关内容已被屏蔽。）,（根据相关法律法规，相关内容已被屏蔽。）,,地球好闪亮,1468949630.0
446,Internet,你还欠我一句对不起，可我不会再说没关系了。,网络,,wxvveboss,1468949633.0
447,Internet,你才是⑨！你全家都是⑨！,网络,,琪露诺_⑨,1468949635.0
449,Internet,喜欢大胸只是本能，喜欢贫乳才是审美。,网络,,ShineAwesome,1468949647.0
450,Internet,我年轻，我傲娇。,网络,,Sai,1468949651.0
451,Internet,上帝说要有光，于是萝莉就掀起了裙子。,网络,,罗雅,1468949653.0
452,Internet,胸部的大小并没有关系，重要的是存在于那里的温暖。,dreamless_milky,,hsk,1468949671.0
453,Internet,找不到路，就自己走一条出来。,网络,,魅影陌客,1468949682.0
454,Internet,大地母亲在忽悠着你。,魔兽世界,,被流放de蟹子,1468949725.0
455,Internet,当世界背叛你的那天到来时，我会为你背叛全世界。,网络,,恶魔？天使,1468949746.0
456,Internet,有些事情本身我们无法控制，只好控制自己。,网络,,Sai,1468949760.0
458,Internet,你最无暇的时光是哪段，你又把它奉献给了谁？,B站弹幕,,王晓龙,1468949801.0
460,Internet,最好的感觉，是有人懂你的欲言又止。,网络,,zerokey,1468949808.0
461,Internet,这个城市大得让人到处能一见钟情，却没法重逢。,九ちのセカィ,,Sai,1468949863.0
462,Internet,只要一息尚存，就还有希望。,格言,,漠伦,1468949889.0
463,Other,臣妾做不到啊~,甄嬛传,,mlmtmfz,1468950837.0
464,Other,我爱上的人，称我为怪叔叔,其他,,1263,1468950837.0
465,Other,要么忙着生存要么赶着去死，人总要做点什么。,肖申克的救赎,,占星术杀人魔法,1468950838.0
466,Other,不管怎么样，未来都是可以改变的。,雏菊,,xi4oh4o,1468950838.0
467,Other,你需要找出面对明天的力量。,The Battle of Chernobyl,,xi4oh4o,1468950838.0
469,Other,握不住的沙，不如扬了它。,其他,,枫丶牙,1468950839.0
471,Other,慕君之心，至死方休。,孟子,,wwwwodddd,1468950840.0
472,Other,我们一路奋战，不是为了改变世界，而是为了不让世界改变我们。,熔炉,,928884975,1468950841.0
473,Other,面对无知的嘲笑，我只能为他们默哀。,其他,,星之彼岸,1468950841.0
474,Other,不要因为结束而哭泣，微笑吧，为你的曾经拥有。,其他,,han,1468950841.0
475,Other,既然忘不掉，就把它留在心中，让时间去冲淡它。,其他,,chen970213,1468950842.0
476,Other,君生我未生，我生君已老。 君恨我生迟，我恨君生早。,全唐诗续拾,,Sai,1468950842.0
477,Other,我从小就害怕虫子,小小闲,,firo,1468950842.0
478,Other,缘起，在人群中，我看见你。缘灭，我看见你，在人群中。,其他,,泣幽寂,1468950845.0
479,Other,透过孩子的眼神，让我相信这个世界上还有着纯真。,宫崎骏,,anythink,1468950861.0
480,Other,Hello World!,其他,,Sai,1468950862.0
487,Other,古之立大事者，不惟有超世之才，亦必有坚忍不拔之志。,晁错论,,freejishu,1471865209.0
488,Animation,淅淅沥沥的雨，即便能填满路上的水坑，也填不满心中的空洞。,神圣之门,,freejishu,1471870312.0
489,Other,我曾经失落失望失掉所有方向，直到看见平凡才是唯一的答案。,平凡之路,,freejishu,1471870474.0
490,Animation,我们总是在注意错过太多，却不注意自己拥有多少。,我们仍未知道那天所看见的花的名字,,酷儿,1471875152.0
492,Other,学而不思则罔，思而不学则殆。,论语,,小强,1472435289.0
493,Other,岁寒，然后知松柏之后凋也。,论语,,小强,1472435281.0
494,Other,君子坦荡荡，小人长戚戚。,论语,,小强,1472435271.0
495,Other,工欲善其事，必先利其器。,论语,,小强,1472435263.0
496,Other,己所不欲，勿施于人。,论语,,小强,1472435255.0
497,Other,敏而好学，不耻下问。,论语,,小强,1472435245.0
498,Other,合抱之木，生于毫末；九层之台，起于累土；千里之行，始于足下。,老子,,小强,1472435238.0
499,Other,祸兮福之所倚，福兮祸之所伏。,鵩鸟赋,,小强,1472435232.0
500,Other,信言不美，美言不信。,老子,,小强,1472435224.0
501,Other,知人者智，自知者明。,老子,,小强,1472435215.0
502,Other,人非圣贤，孰能无过？过而能改，善莫大焉。,左传,,小强,1472435207.0
503,Other,居安思危，思则有备，有备无患。,左传,,小强,1472435196.0
504,Other,多行不义必自毙。,左传,,小强,1472435185.0
505,Other,从善如登，从恶如崩。,国语·周语下,,小强,1472435177.0
506,Other,投我以桃，报之以李。,诗经,,小强,1472435151.0
507,Other,他山之石，可以攻玉。,诗经·小雅,,小强,1472435143.0
508,Other,言者无罪，闻者足戒。,诗经·周南·关雎·序,,小强,1472435132.0
509,Other,人而无仪，不死何为!,相鼠,,小强,1472435121.0
510,Other,天作孽，犹可违，自作孽，不可活。,尚书·太甲,,小强,1472435160.0
511,Other,满招损，谦受益。,尚书·大禹谟,,小强,1472435170.0
514,Animation,不管是怎样的回忆，都是我们活过的人生。,angel beats,,酷儿,1472543149.0
515,Animation,我不知道离别的滋味是这样凄凉，我不知道说声再见要这么坚强。,千与千寻,,酷儿,1472543282.0
517,Animation,曾经发生过的事情不可能忘记，只不过是想不起而已。,千与千寻,,酷儿,1472543299.0
520,Animation,"与其想着怎么美丽地牺牲,倒不如想着怎么漂亮地活到最后一刻。",银魂,,没了,1472550398.0
521,Animation,人就是要以自卑为跳板才能跳得更高。,银魂,,没了,1472550433.0
522,Animation,为了终止绝望的连锁，希望她能化为照亮正确道路的灯火。,Re：从零开始的异世界生活,,酷儿,1472550070.0
523,Animation,死亡只要在人生的终点尝试一次就够了~,Re：从零开始的异世界生活,,酷儿,1472550150.0
524,Animation,真正重要的东西，总是没有的人比拥有的人清楚。,银魂,,没了,1472550195.0
525,Animation,"吾于冥河沉浮,受尽命运捉弄，纵然汝将忘吾，吾亦伴汝身旁。",Re：从零开始的异世界生活,,酷儿,1472550287.0
527,Animation,努力可是要默默藏起来的。,Re：从零开始的异世界生活,,酷儿,1472551065.0
529,Animation,只要有你想要保护的东西，那就拔剑好了。,银魂,,没了,1472550533.0
